1.383643465042114030e+03,4.446743223402235117e+02
1.546779617309958894e+03,4.415781440599514553e+02
1.485565522398772146e+03,3.566129646442554986e+02
1.700470801434324812e+03,5.023537945694750988e+02
1.582256285042116360e+03,5.376255099817074097e+02
1.699287661498269699e+03,4.180077631067346147e+02
1.671371000219274720e+03,2.985777938277633439e+02
1.467059724396350020e+03,4.297021574132582487e+02
1.766575221316672696e+03,5.182285287827670572e+02
1.838788627244808367e+03,5.327546842539751424e+02
1.840461594051784914e+03,2.826176406719066563e+02
1.785778942532009296e+03,3.299866257773505254e+02
1.608640248374333396e+03,3.687918185279482373e+02
1.947188609389475232e+03,4.811818337391516138e+02
2.043501437242106249e+03,5.415716785023674902e+02
1.898314171723896834e+03,5.640404585739280492e+02
9.929043710765804462e+02,5.564642601013182457e+02
1.409663489271093340e+03,5.859603754396792965e+02
1.550629458219206526e+03,6.386762180758151999e+02
1.500181604926968703e+03,6.122228575341495116e+02
1.642639741297536602e+03,6.865852040027481280e+02
1.638806219458320356e+03,5.829295219956053415e+02
1.661981540697884839e+03,6.349691034995988730e+02
1.831255787985206553e+03,6.635698675675826053e+02
1.748739920007247747e+03,5.925748185893288564e+02
1.764841472564121887e+03,6.935549534892608108e+02
1.902306060654339262e+03,6.548907421833972649e+02
1.959687809583875833e+03,6.207270126342773438e+02
1.997555648013345717e+03,5.703506384456859450e+02
2.136535411693431797e+03,5.827935765584310275e+02
2.088897500462002427e+03,6.388659230603111610e+02
2.001829871331559616e+03,6.962739831370578258e+02
8.554280688518397255e+02,7.864806713362966093e+02
9.222899701153791057e+02,7.042279048260346599e+02
1.167778583406611006e+03,8.439247883564122503e+02
1.110947384289926276e+03,8.338393245522493089e+02
1.261925307306704553e+03,7.392694871130067895e+02
1.344630571435999173e+03,7.794296857103888669e+02
1.381299695211614107e+03,8.210630230434194345e+02
1.243015457706110510e+03,8.405501472781402299e+02
1.472874652945506568e+03,8.440753031005338016e+02
1.550686708191508160e+03,7.964027569361712722e+02
1.500688235712986398e+03,7.282064668105491592e+02
1.323342458184560201e+03,6.698547284258737591e+02
1.671876739445438943e+03,8.386823901776915591e+02
1.706545941420206873e+03,7.397972371232572186e+02
1.583856848701597983e+03,7.247039813692608732e+02
1.602728861046158272e+03,8.499530827268605435e+02
1.789216646447508310e+03,8.099732652749506769e+02
1.847435539941642219e+03,7.825641953101951458e+02
1.743179429909555665e+03,8.306248023152577389e+02
1.916485454983181398e+03,7.439693561130098942e+02
2.137383300083135509e+03,7.703159607365760166e+02
2.175809464348687015e+03,7.050839816552621642e+02
7.676724200778537011e+01,6.289199362860786096e+02
3.917830221443120990e+02,9.567590368237847542e+02
4.829523626195925772e+02,9.487397906632379545e+02
9.382211334793654487e+02,8.957989891899957229e+02
1.042902110587226161e+03,9.496439892036745505e+02
9.179400671084202941e+02,8.017617168800503578e+02
1.221294903036988899e+03,9.316266984350885423e+02
1.363342897865507211e+03,9.673540490452760423e+02
1.270338169274506981e+03,9.882176579016223741e+02
1.527120817961516195e+03,9.117866783613039843e+02
1.391418283872251095e+03,8.900526252275632260e+02
1.693608380436118068e+03,9.421826731807179840e+02
1.615530601735869823e+03,9.586661337181373028e+02
1.529872333272298192e+03,1.005517947493659108e+03
1.741093636315278218e+03,9.127863967972571118e+02
1.881924513023710006e+03,8.702935217483810675e+02
3.076438970565795898e+02,1.100867859601974487e+03
4.668113132052950505e+02,1.007513116382417252e+03
2.068263682895236570e+02,1.085139232322904718e+03
7.677039175033569336e+02,1.079891046516100687e+03
9.417779979536269366e+02,1.034589942237006198e+03
9.619054310219919444e+02,1.093932175199018275e+03
7.717367225119377281e+02,1.150530779710367824e+03
1.056571601867675781e+03,1.026335423128104594e+03
1.073264188040909403e+03,1.114247362677419460e+03
1.391280173407660413e+03,1.042587386802390938e+03
1.120637724497961699e+03,1.054289376879495421e+03
1.333348465980045376e+03,1.111929620216419380e+03
1.567032202857511948e+03,1.064663796663284529e+03
1.628243499480878882e+03,1.146007286331432397e+03
1.661513731968255570e+03,1.026331803121684516e+03
2.690516085489642819e+02,1.212425350563198890e+03
8.526410398130063584e+01,1.188341097287778439e+03
1.754906587953920507e+02,1.151624719972963476e+03
2.566933660355825282e+02,1.273790726374066026e+03
5.490211379966099230e+02,1.195130120237927940e+03
4.604540596613807679e+02,1.253014256819467619e+03
6.368425261564929087e+02,1.300302967765114317e+03
1.265636776768077425e+03,1.164270015886094825e+03
1.249261495210245130e+03,1.278130140812439322e+03
1.111001013191681295e+03,1.298488589341956185e+03
1.391142638227674524e+03,1.205862225511339147e+03
1.335143823454115136e+03,1.243883854304419629e+03
1.538730289203149368e+03,1.240069860343579876e+03
1.436651352091670560e+03,1.301934280568100576e+03
1.608892212820460827e+03,1.262406492212694957e+03
1.503101535241152988e+03,1.300054977618461180e+03
1.164070899398238481e+02,1.336387856094925382e+03
4.946990362995803139e+02,1.386839264108677071e+03
4.370358507492963440e+01,1.326945536624684109e+03
1.992364599237996856e+02,1.357672721580222742e+03
3.723937074955088633e+02,1.457579789880762974e+03
6.166016215945297745e+02,1.400779939274923663e+03
5.489686910363324159e+02,1.405537000883430665e+03
7.415763954821927655e+02,1.362126611309287000e+03
6.947660007553670312e+02,1.399659870680467520e+03
9.689198294026281246e+02,1.355788172305071839e+03
9.294461497882352887e+02,1.410996939937793059e+03
8.399888214464540397e+02,1.459884992613616078e+03
1.181662455711835491e+03,1.333928815347177078e+03
1.281036525825874605e+03,1.328082122258748996e+03
1.128194692511998483e+03,1.457653189522460025e+03
1.250933527294313080e+03,1.434847584057817585e+03
1.384017132323465376e+03,1.364074598430115429e+03
1.339892731945923970e+03,1.454366200649376879e+03
1.141825579082378681e+03,1.397036971203932353e+03
1.478146205953098388e+03,1.409581474120037228e+03
1.677412402274413353e+03,1.403451435473192987e+03
1.569740422735027323e+03,1.406107803132799063e+03
1.949012046711211781e+02,1.574318060820351320e+03
4.169463328137809981e+02,1.488944930370943212e+03
4.699146487389082267e+02,1.557869850102177452e+03
6.536428915910526030e+02,1.491357472581748652e+03
5.490891860803235431e+02,1.504799812664705314e+03
5.796864238480296763e+02,1.574145156647142358e+03
6.837170812818739023e+02,1.583631490707397461e+03
7.289392549962171870e+02,1.502087128533257328e+03
8.826378967046911157e+02,1.508930419788900736e+03
7.772666674296061728e+02,1.469494733994095441e+03
7.769629845112049225e+02,1.606744499164780791e+03
8.417725497185668928e+02,1.598487569917325118e+03
9.489959201866096237e+02,1.555551702746716273e+03
1.046733629530287544e+03,1.536585383082562885e+03
9.477578534189858601e+02,1.610617052044338607e+03
1.000875301663837831e+03,1.480244916784700081e+03
1.222151728594744327e+03,1.542398806536639313e+03
1.137261413725256944e+03,1.592129430666507005e+03
1.148917023436732961e+03,1.534016546810493310e+03
1.420999116350845497e+03,1.468541726426695277e+03
1.299593145143159518e+03,1.520155530090911952e+03
1.323642405415143458e+03,1.584810147497170874e+03
1.419401049734460685e+03,1.571451437370449867e+03
1.468580764022017775e+03,1.564721511451644346e+03
1.529541609949329541e+03,1.579393812585255318e+03
5.458728637076853829e+02,1.637672784481497274e+03
5.359424999669226963e+02,1.695267454489124248e+03
6.734400047019676094e+02,1.736464545956364418e+03
7.656842577898943318e+02,1.679839924941828258e+03
6.811125615272686673e+02,1.670535368584967273e+03
9.001828704418439884e+02,1.724346227294739037e+03
1.048935041827920031e+03,1.627355152581685161e+03
1.008495247320377644e+03,1.716491631513695893e+03
1.191084081826802048e+03,1.691235269254796322e+03
1.226960364511416628e+03,1.632284668853859785e+03
1.110900336958358594e+03,1.704276456270919198e+03
9.591339909187470312e+02,1.668907507802019154e+03
1.043436132565893104e+03,1.769518723035099583e+03
1.385106552191949049e+03,1.697396080664759438e+03
1.290157178939037976e+03,1.724361379606791388e+03
1.329641586209520938e+03,1.642202486391420507e+03
1.593585405515420462e+03,1.620526356275153603e+03
1.447671588777575153e+03,1.710966691548556355e+03
1.715007060505431127e+03,1.619988805314052570e+03
1.635822364329328593e+03,1.742147213259610226e+03
8.138170547442965699e+02,1.770035853644477129e+03
9.278105577068563434e+02,1.800354323869870086e+03
8.695170810506803036e+02,1.850610686839710297e+03
9.813986338721381344e+02,1.875383007812499955e+03
1.158353004125901180e+03,1.840629866988570257e+03
1.156748600712528969e+03,1.776533602490837211e+03
1.260104259783793623e+03,1.803138949426223007e+03
1.325378328874375939e+03,1.822692961723422059e+03
1.388847074939038976e+03,1.819805751589742613e+03
1.506251766340578570e+03,1.801362489516092637e+03
1.449898663902493354e+03,1.822453916301165236e+03
1.634236466269207767e+03,1.845156189413152333e+03
1.569538206131006064e+03,1.880927205057082119e+03
1.419071177230290459e+03,1.907993383697722038e+03
1.067207747282805258e+03,1.962331759982638687e+03
1.131896439827114591e+03,1.945954166603321255e+03
1.348474020357485415e+03,1.993226229632342438e+03
1.396677910416214445e+03,2.026051127257170492e+03
1.502856291170473241e+03,1.906824729495578140e+03
1.529851599739423818e+03,1.978202535292681659e+03
1.611796806321475970e+03,1.979144230520041219e+03
1.678630447048610904e+03,1.907829975552028827e+03
1.435584117614147772e+03,2.059411913368375281e+03
